SEXO,IDADE,CRECHE,SAUDE,NOME_ESCOLA,RAZAO_ESCOLHA_ESCOLA,TEMPO_ESTUDO_SEMANAL,ALMEJA_ENSINO_SUPERIOR,SUPORTE_ESCOLAR,RESPONSAVEL,STATUS_PAIS,ESCOLARIDADE_MAE,PROFISSAO_MAE,ESCOLARIDADE_PAI,PROFISSAO_PAI,TAMANHO_FAMILIA,QUALIDADE_FAMILIA,SUPORTE_FAMILIAR,INTERNET_CASA,TIPO_ENDERECO,TEMPO_DESLOCAMENTO,ATIVIDADES_EXTRAS,RELACIONAMENTO,TEMPO_LIVRE,SAIR_COM_AMIGOS,ALCOOL_DIA_UTIL,ALCOOL_FIM_DE_SEMANA,AULAS_PAGAS_MAT,NUM_REPROVACOES_MAT,FALTAS_MAT,NOTA_1_MAT,NOTA_2_MAT,NOTA_3_MAT,AULAS_PAGAS_POR,NUM_REPROVACOES_POR,FALTAS_POR,NOTA_1_POR,NOTA_2_POR,NOTA_3_POR
masculino,18,True,4,Gabriel Pereira,curso,3,True,False,mae,juntos,4,professor,3,servicos,mais de 3,5,False,True,rural,1,False,True,3,2,1,2,False,0,9,16,15,16,False,0,4,15,14,17
masculino,18,True,2,Gabriel Pereira,proximo_casa,2,True,False,pai,juntos,4,professor,4,servicos,mais de 3,4,True,True,urbano,1,True,False,3,3,2,2,False,1,0,10,10,0,False,0,0,12,12,13
masculino,18,True,1,Gabriel Pereira,curso,1,True,False,mae,juntos,4,professor,3,servicos,ate 3,4,False,True,urbano,2,True,False,2,3,1,2,True,0,8,10,11,10,False,0,0,10,10,10
feminino,16,False,4,Gabriel Pereira,proximo_casa,2,True,False,mae,juntos,2,outro,2,outro,mais de 3,5,True,True,urbano,1,False,False,1,5,1,1,True,0,0,6,7,0,False,0,0,12,12,13
masculino,15,True,4,Gabriel Pereira,curso,1,True,False,mae,separados,4,professor,4,professor,ate 3,5,False,True,urbano,1,True,False,5,3,1,1,False,0,6,18,19,19,False,0,4,13,14,14
masculino,17,False,2,Mousinho da Silveira,curso,1,True,False,mae,juntos,3,servicos,1,servicos,ate 3,2,False,True,urbano,2,False,False,4,5,3,4,False,0,3,14,16,16,False,0,6,10,10,10
feminino,16,True,4,Gabriel Pereira,outro,2,True,False,mae,juntos,4,saude,4,professor,mais de 3,2,True,False,rural,1,True,False,4,4,2,3,False,0,6,10,11,11,False,0,0,17,16,16
masculino,16,False,3,Gabriel Pereira,curso,1,True,False,mae,juntos,2,casa,2,outro,mais de 3,4,False,False,rural,3,False,False,2,2,1,2,False,0,2,17,15,15,False,0,4,12,10,11
feminino,18,True,1,Gabriel Pereira,proximo_casa,4,True,False,mae,juntos,3,servicos,3,servicos,ate 3,5,True,True,urbano,1,False,False,3,3,1,1,False,0,7,16,15,17,False,0,4,14,14,15
masculino,17,False,3,Gabriel Pereira,reputacao,2,True,False,pai,juntos,2,servicos,3,servicos,ate 3,5,True,True,urbano,1,False,False,3,3,1,3,True,0,2,12,11,12,False,0,0,10,11,11
masculino,17,True,2,Gabriel Pereira,reputacao,2,True,True,mae,juntos,4,professor,4,professor,mais de 3,4,True,True,urbano,1,True,True,5,5,1,3,False,0,14,11,9,9,False,0,0,13,13,13
feminino,15,True,5,Gabriel Pereira,curso,3,True,False,mae,juntos,4,professor,4,servicos,mais de 3,4,True,True,urbano,1,True,False,2,2,1,1,True,0,2,9,11,11,False,0,2,13,13,13
feminino,16,True,4,Gabriel Pereira,reputacao,2,True,True,mae,juntos,3,outro,3,outro,mais de 3,5,True,False,urbano,3,True,False,3,2,1,1,False,0,4,8,10,10,False,0,2,13,14,14
masculino,16,False,2,Gabriel Pereira,reputacao,2,True,True,outro,juntos,3,casa,3,outro,mais de 3,5,True,True,urbano,3,False,False,3,3,1,3,False,0,6,7,10,10,False,1,4,9,11,10
feminino,15,True,5,Gabriel Pereira,curso,3,True,True,mae,juntos,2,servicos,4,saude,mais de 3,4,True,True,rural,1,True,False,3,2,1,1,True,0,2,10,9,8,False,0,2,10,11,10
feminino,16,True,1,Gabriel Pereira,outro,2,True,False,mae,juntos,4,professor,3,outro,mais de 3,1,False,True,urbano,1,True,True,3,2,1,1,True,0,10,11,12,13,False,0,4,14,15,15
feminino,17,True,4,Gabriel Pereira,proximo_casa,2,True,False,pai,separados,2,casa,2,casa,mais de 3,3,True,True,urbano,1,False,True,3,1,1,2,False,1,0,9,8,0,False,0,18,10,12,14
masculino,19,True,5,Mousinho da Silveira,outro,1,True,False,mae,juntos,1,outro,1,servicos,mais de 3,4,False,False,rural,2,False,False,3,2,1,3,False,1,0,6,5,0,False,1,0,5,8,0
feminino,17,False,4,Gabriel Pereira,proximo_casa,3,True,False,mae,juntos,3,outro,3,outro,mais de 3,3,False,False,urbano,1,True,False,2,3,1,1,False,0,4,10,9,9,False,0,2,15,12,13
masculino,16,True,2,Gabriel Pereira,reputacao,1,True,False,pai,juntos,2,servicos,2,servicos,ate 3,2,True,True,urbano,2,True,False,3,3,2,2,False,2,8,9,9,9,False,0,4,12,11,11
feminino,17,True,1,Mousinho da Silveira,reputacao,1,True,False,mae,juntos,1,outro,1,servicos,mais de 3,5,True,True,rural,3,False,True,2,1,1,2,True,1,0,7,6,0,False,1,0,8,8,9
masculino,18,True,2,Gabriel Pereira,reputacao,2,False,False,pai,juntos,2,outro,2,servicos,mais de 3,5,False,True,urbano,1,False,False,5,4,3,5,False,1,0,7,7,0,False,0,16,8,7,8
feminino,19,False,5,Mousinho da Silveira,curso,3,True,False,mae,juntos,2,servicos,3,outro,mais de 3,5,False,True,rural,1,True,False,4,2,1,2,False,1,0,7,5,0,False,1,4,10,11,10
feminino,18,True,5,Gabriel Pereira,curso,3,True,False,mae,juntos,4,outro,3,outro,mais de 3,4,True,True,urbano,1,True,True,3,4,1,1,True,0,9,9,10,9,False,0,2,14,15,17
masculino,17,True,3,Mousinho da Silveira,curso,2,True,False,mae,juntos,3,saude,3,outro,mais de 3,4,True,True,urbano,2,False,False,5,4,2,3,True,0,2,13,13,13,False,1,4,8,9,10
feminino,18,False,5,Gabriel Pereira,proximo_casa,2,False,False,mae,separados,3,outro,2,servicos,mais de 3,4,False,True,rural,2,False,True,1,1,1,1,False,0,75,10,9,9,False,0,15,12,9,10
